Player,Tm,FantPos,Age,G,GS,Cmp,Att_pass,Yds_pass,TD_pass,Int_pass,Att_rush,Yds_rush,Y/A,TD_rush,Tgt,Rec,Yds_rec,Y/R,TD_rec,Fmb,FL,TD_total,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year,Team_Yds,Team_Tgt,Team_Att_rush,Team_Yds_rush
Laviska Shenault Jr.,2TM,WR,26,12,2,0,0,0,0,0,1,1,1.0,0,5,5,36,7.2,0,2,2,1,0,0,6,10.7,12.7,8.2,0,170,0,2024,892,527,156,616
Ihmir Smith-Marsette,NYG,WR,25,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,1,0,0,6,6.0,6.0,6.0,0,169,0,2024,5172,554,422,1774
DeAndre Carter,CHI,WR,31,13,0,0,0,0,0,0,0,0,0.0,0,14,9,72,8.0,0,1,1,0,0,0,5,14.2,15.2,9.7,0,172,0,2024,5259,524,421,1707
Charlie Jones,CIN,WR,26,8,0,0,0,0,0,0,0,0,0.0,0,1,1,5,5.0,0,2,1,1,0,0,5,5.5,6.5,5.0,0,175,0,2024,6378,618,352,1460
Nikko Remigio,KC,WR,25,5,1,0,0,0,0,0,0,0,0.0,0,6,2,48,24.0,0,1,0,0,0,0,5,6.8,6.8,5.8,0,173,0,2024,5835,511,449,1789
Tyquan Thornton,NE,WR,24,6,1,0,0,0,0,0,0,0,0.0,0,8,4,47,11.75,0,0,0,0,0,0,5,8.7,8.7,6.7,0,174,0,2024,5305,480,444,1962
Treylon Burks,TEN,WR,24,5,2,0,0,0,0,0,2,1,0.5,0,8,4,34,8.5,0,0,0,0,0,0,4,7.5,7.5,5.5,0,182,0,2024,5476,485,450,1855
Dan Chisena,CAR,WR,27,6,0,0,0,0,0,0,0,0,0.0,0,4,3,37,12.33,0,0,0,0,0,0,4,6.7,6.7,5.2,0,181,0,2024,5278,433,405,1867
D'Wayne Eskridge,MIA,WR,27,6,0,0,0,0,0,0,0,0,0.0,0,3,3,44,14.67,0,0,0,0,0,0,4,7.4,7.4,5.9,0,176,0,2024,5668,568,445,1785
Tim Jones,JAX,WR,26,17,0,0,0,0,0,0,0,0,0.0,0,5,3,41,13.67,0,0,0,0,0,0,4,7.1,7.1,5.6,0,179,0,2024,5446,517,414,1729
Terrace Marshall Jr.,LV,WR,24,7,1,0,0,0,0,0,0,0,0.0,0,6,3,41,13.67,0,0,0,0,0,0,4,7.1,7.1,5.6,0,180,0,2024,5428,562,375,1345
Xavier Smith,LAR,WR,27,15,0,0,0,0,0,0,4,36,9.0,0,2,2,6,3.0,0,0,0,0,0,0,4,6.2,6.2,5.2,0,178,0,2024,5861,541,450,1765
Cody White,SEA,WR,26,4,0,0,0,0,0,0,0,0,0.0,0,3,2,44,22.0,0,0,0,0,0,0,4,6.4,6.4,5.4,0,177,0,2024,6003,564,381,1624
Alex Bachman,LV,WR,28,6,1,0,0,0,0,0,0,0,0.0,0,3,3,31,10.33,0,0,0,0,0,0,3,6.1,6.1,4.6,0,184,0,2024,5428,562,375,1345
David Bell,CLE,WR,24,1,0,0,0,0,0,0,0,0,0.0,0,3,3,27,9.0,0,0,0,0,0,0,3,5.7,5.7,4.2,0,186,0,2024,5487,579,391,1608
Britain Covey,PHI,WR,27,5,1,0,0,0,0,0,0,0,0.0,0,8,7,34,4.86,0,0,0,0,0,0,3,10.4,10.4,6.9,0,183,0,2024,6565,414,621,3048
Allen Robinson,DET,WR,31,12,0,0,0,0,0,0,0,0,0.0,0,7,3,30,10.0,0,0,0,0,0,0,3,6.0,6.0,4.5,0,185,0,2024,7188,517,533,2487
Deven Thompkins,CAR,WR,25,7,0,0,0,0,0,0,2,7,3.5,0,4,4,20,5.0,0,0,0,0,0,0,3,6.7,6.7,4.7,0,187,0,2024,5278,433,405,1867
Ronnie Bell,SF,WR,24,9,0,0,0,0,0,0,0,0,0.0,0,6,2,22,11.0,0,0,0,0,0,0,2,4.2,4.2,3.2,0,189,0,2024,6587,513,457,2163
Chris Blair,ATL,WR,27,4,0,0,0,0,0,0,0,0,0.0,0,2,1,17,17.0,0,0,0,0,0,0,2,2.7,2.7,2.2,0,193,0,2024,6502,539,495,2219
Malachi Corley,NYJ,WR,22,9,1,0,0,0,0,0,2,26,13.0,0,6,3,16,5.33,0,1,1,0,0,0,2,5.2,6.2,3.7,0,190,0,2024,5556,454,362,1540
Anthony Gould,IND,WR,23,8,0,0,0,0,0,0,0,0,0.0,0,1,1,23,23.0,0,0,0,0,0,0,2,3.3,3.3,2.8,0,188,0,2024,5930,492,496,2331
Trenton Irwin,CIN,WR,29,7,2,0,0,0,0,0,0,0,0.0,0,10,3,15,5.0,0,0,0,0,0,0,2,4.5,4.5,3.0,0,196,0,2024,6378,618,352,1460
Mason Kinsey,TEN,WR,26,6,0,0,0,0,0,0,0,0,0.0,0,2,2,17,8.5,0,0,0,0,0,0,2,3.7,3.7,2.7,0,194,0,2024,5476,485,450,1855
Anthony Miller,BAL,WR,30,2,0,0,0,0,0,0,0,0,0.0,0,1,1,16,16.0,0,0,0,0,0,0,2,2.6,2.6,2.1,0,195,0,2024,7378,452,554,3189
Jamari Thrash,CLE,WR,24,9,0,0,0,0,0,0,0,0,0.0,0,7,3,22,7.33,0,0,0,0,0,0,2,5.2,5.2,3.7,0,191,0,2024,5487,579,391,1608
Austin Trammell,JAX,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,3,2,40,20.0,0,1,1,0,0,0,2,4.0,5.0,3.0,0,192,0,2024,5446,517,414,1729
Robbie Chosen,MIA,WR,31,2,0,0,0,0,0,0,0,0,0.0,0,4,1,5,5.0,0,0,0,0,0,0,1,1.5,1.5,1.0,0,211,0,2024,5668,568,445,1785
Javon Baker,NE,WR,22,11,1,0,0,0,0,0,0,0,0.0,0,4,1,12,12.0,0,0,0,0,0,0,1,2.2,2.2,1.7,0,198,0,2024,5305,480,444,1962
Jaelon Darden,2TM,WR,25,12,1,0,0,0,0,0,0,0,0.0,0,1,1,6,6.0,0,0,0,0,0,0,1,1.6,1.6,1.1,0,207,0,2024,892,527,156,616
Grant Dubose,MIA,WR,23,3,0,0,0,0,0,0,0,0,0.0,0,4,2,11,5.5,0,0,0,0,0,0,1,3.1,3.1,2.1,0,200,0,2024,5668,568,445,1785
Isaiah Hodgins,NYG,WR,26,3,0,0,0,0,0,0,0,0,0.0,0,2,2,12,6.0,0,0,0,0,0,0,1,3.2,3.2,2.2,0,199,0,2024,5172,554,422,1774
Brandon Johnson,PIT,WR,26,3,0,0,0,0,0,0,0,0,0.0,0,1,1,9,9.0,0,0,0,0,0,0,1,1.9,1.9,1.4,0,204,0,2024,5773,446,533,2166
Collin Johnson,CHI,WR,27,9,0,0,0,0,0,0,0,0,0.0,0,2,1,6,6.0,0,0,0,0,0,0,1,1.6,1.6,1.1,0,208,0,2024,5259,524,421,1707
Kameron Johnson,TB,WR,22,5,0,0,0,0,0,0,2,11,5.5,0,1,0,0,0.0,0,0,0,0,0,0,1,1.1,1.1,1.1,0,201,0,2024,7043,563,482,2538
Ramel Keyton,LV,WR,24,8,0,0,0,0,0,0,0,0,0.0,0,3,1,7,7.0,0,0,0,0,0,0,1,1.7,1.7,1.2,0,206,0,2024,5428,562,375,1345
Tyreik McAllister,LV,WR,26,3,0,0,0,0,0,0,2,11,5.5,0,0,0,0,0.0,0,0,0,0,0,0,1,1.1,1.1,1.1,0,202,0,2024,5428,562,375,1345
Kendric Pryor,CIN,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,1,1,9,9.0,0,0,0,0,0,0,1,1.9,1.9,1.4,0,205,0,2024,6378,618,352,1460
John Ross,PHI,WR,29,1,0,0,0,0,0,0,0,0,0.0,0,2,1,6,6.0,0,0,0,0,0,0,1,1.6,1.6,1.1,0,209,0,2024,6565,414,621,3048
Tyler Scott,CHI,WR,23,11,0,0,0,0,0,0,0,0,0.0,0,1,1,5,5.0,0,0,0,0,0,0,1,1.5,1.5,1.0,0,212,0,2024,5259,524,421,1707
Trent Taylor,SF,WR,30,2,0,0,0,0,0,0,0,0,0.0,0,1,1,11,11.0,0,0,0,0,0,0,1,2.1,2.1,1.6,0,203,0,2024,6587,513,457,2163
Casey Washington,ATL,WR,23,8,0,0,0,0,0,0,0,0,0.0,0,2,1,14,14.0,0,0,0,0,0,0,1,2.4,2.4,1.9,0,197,0,2024,6502,539,495,2219
Isaiah Williams,2TM,WR,23,8,0,0,0,0,0,0,0,0,0.0,0,3,2,6,3.0,0,0,0,0,0,0,1,2.6,2.6,1.6,0,210,0,2024,892,527,156,616
Maurice Alexander,DET,WR,27,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,214,0,2024,7188,517,533,2487
Braxton Berrios,MIA,WR,29,6,0,0,0,0,0,0,0,0,0.0,0,4,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,215,0,2024,5668,568,445,1785
Marquez Callaway,TB,WR,26,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,216,0,2024,7043,563,482,2538
Joshua Cephus,JAX,WR,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,217,0,2024,5446,517,414,1729
Irvin Charles,NYJ,WR,27,13,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,218,0,2024,5556,454,362,1540
Elijah Cooks,JAX,WR,26,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,219,0,2024,5446,517,414,1729
Kaden Davis,CLE,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,220,0,2024,5487,579,391,1608
Alex Erickson,NE,WR,32,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,221,0,2024,5305,480,444,1962
Erik Ezukanma,MIA,WR,24,2,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,222,0,2024,5668,568,445,1785
Dez Fitzpatrick,LAC,WR,27,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,223,0,2024,5780,486,462,1882
Bryce Ford-Wheaton,NYG,WR,24,14,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,224,0,2024,5172,554,422,1774
Deonte Harty,BAL,WR,27,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,225,0,2024,7378,452,554,3189
Jermaine Jackson,NO,WR,24,4,0,0,0,0,0,0,1,-1,-1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,-0.1,-0.1,-0.1,0,245,0,2024,5669,482,442,1939
Trishton Jackson,MIN,WR,26,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,226,0,2024,5937,506,393,1558
Jaylen Johnson,LAC,WR,24,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,227,0,2024,5780,486,462,1882
Velus Jones Jr.,2TM,WR,27,3,0,0,0,0,0,0,3,11,3.67,0,1,1,8,8.0,0,1,1,0,0,0,0,0.9,1.9,0.4,0,246,0,2024,892,527,156,616
Tom Kennedy,DET,WR,28,4,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,228,0,2024,7188,517,533,2487
Chris Moore,ARI,WR,31,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,229,0,2024,6310,523,463,2451
Chris Moore,WAS,WR,31,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,229,0,2024,6551,503,526,2619
Skyy Moore,KC,WR,24,6,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,230,0,2024,5835,511,449,1789
Jalen Moreno-Cropper,DAL,WR,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,231,0,2024,5793,603,429,1705
Zach Pascal,ARI,WR,30,17,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,232,0,2024,6310,523,463,2451
James Proche,CLE,WR,28,9,0,0,0,0,0,0,0,0,0.0,0,3,3,21,7.0,0,1,1,0,0,0,0,3.1,4.1,1.6,0,213,0,2024,5487,579,391,1608
Brenden Rice,LAC,WR,22,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,233,0,2024,5780,486,462,1882
Justyn Ross,KC,WR,25,2,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,234,0,2024,5835,511,449,1789
Brandon Smith,NYJ,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,235,0,2024,5556,454,362,1540
Equanimeous St. Brown,NO,WR,28,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,236,0,2024,5669,482,442,1939
Cody Thompson,TB,WR,28,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,237,0,2024,7043,563,482,2538
Laquon Treadwell,IND,WR,29,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,238,0,2024,5930,492,496,2331
Brycen Tremayne,WAS,WR,25,2,0,0,0,0,0,0,0,0,0.0,0,1,1,-2,-2.0,0,0,0,0,0,0,0,0.8,0.8,0.3,0,247,0,2024,6551,503,526,2619
Jalen Virgil,BUF,WR,26,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,239,0,2024,6168,454,491,2230
Montrell Washington,KC,WR,25,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,240,0,2024,5835,511,449,1789
Jared Wayne,HOU,WR,24,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,241,0,2024,5714,535,393,1762
Xavier Weaver,ARI,WR,24,2,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,242,0,2024,6310,523,463,2451
Roman Wilson,PIT,WR,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,243,0,2024,5773,446,533,2166
Dareke Young,SEA,WR,25,14,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,244,0,2024,6003,564,381,1624
Steven Sims,2TM,WR,27,9,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0.0,0,2,1,0,0,0,-2,-2.0,-1.0,-2.0,0,248,0,2024,892,527,156,616
Kadarius Toney,CLE,WR,25,3,0,0,0,0,0,0,2,-4,-2.0,0,1,0,0,0.0,0,1,1,0,0,0,-2,-2.4,-1.4,-2.4,0,249,0,2024,5487,579,391,1608
Jha'Quan Jackson,TEN,WR,24,12,0,0,0,0,0,0,1,-5,-5.0,0,3,1,8,8.0,0,5,2,0,0,0,-4,-2.7,-0.7,-3.2,0,250,0,2024,5476,485,450,1855
