Player,Tm,FantPos,Age,G,GS,Cmp,Att_pass,Yds_pass,TD_pass,Int_pass,Att_rush,Yds_rush,Y/A,TD_rush,Tgt,Rec,Yds_rec,Y/R,TD_rec,Fmb,FL,TD_total,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year,Team_Yds,Team_Tgt,Team_Att_rush,Team_Yds_rush
KhaDarel Hodge,ATL,WR,28,17,4,0,0,0,0,0,1,0,0.0,0,23,14,232,16.57,0,1,0,0,0,0,23,37.2,40.2,30.2,0,127,0,2023,5934,480,522,2159
Cedric Tillman,CLE,WR,23,14,3,0,0,0,0,0,1,8,8.0,0,44,21,224,10.67,0,0,0,0,0,0,23,44.2,47.2,33.7,0,128,0,2023,6028,579,518,2017
Parker Washington,JAX,WR,21,9,1,0,0,0,0,0,0,0,0.0,0,21,16,132,8.25,2,2,1,2,0,0,23,39.2,43.2,31.2,0,129,0,2023,6010,605,453,1646
Jalen Reagor,NE,WR,24,11,1,0,0,0,0,0,1,17,17.0,0,23,7,138,19.71,0,0,0,1,0,0,22,28.5,31.5,25.0,0,131,0,2023,5019,541,415,1627
Derius Davis,LAC,WR,23,17,2,0,0,0,0,0,14,101,7.21,0,17,15,66,4.4,0,3,1,1,0,0,21,35.7,39.7,28.2,0,133,0,2023,5954,614,430,1642
Van Jefferson,2TM,WR,27,17,9,0,0,0,0,0,1,4,4.0,0,43,20,209,10.45,0,0,0,0,0,0,21,41.3,44.3,31.3,0,132,0,2023,3676,207,296,1212
Jamison Crowder,WAS,WR,30,17,0,0,0,0,0,0,0,0,0.0,0,20,16,159,9.94,1,2,1,1,0,0,20,35.9,39.9,27.9,0,135,0,2023,5766,601,358,1592
Quez Watkins,PHI,WR,25,9,5,0,0,0,0,0,0,0,0.0,0,21,15,142,9.47,1,0,0,1,0,0,20,35.2,38.2,27.7,0,134,0,2023,6229,525,510,2190
Robbie Chosen,MIA,WR,30,9,0,0,0,0,0,0,0,0,0.0,0,6,4,126,31.5,1,0,0,1,0,0,19,22.6,25.6,20.6,0,137,0,2023,6990,542,454,2292
Malik Heath,GB,WR,23,13,1,0,0,0,0,0,0,0,0.0,0,24,15,125,8.33,1,0,0,1,0,0,19,33.5,36.5,26.0,0,138,0,2023,6104,561,439,1894
Tyler Scott,CHI,WR,22,17,4,0,0,0,0,0,7,41,5.86,0,32,17,168,9.88,0,1,1,0,0,0,19,35.9,39.9,27.4,0,136,0,2023,5715,451,504,2294
River Cracraft,MIA,WR,29,10,1,0,0,0,0,0,0,0,0.0,0,12,9,121,13.44,1,0,0,1,0,0,18,27.1,30.1,22.6,0,139,0,2023,6990,542,454,2292
Deven Thompkins,TB,WR,24,17,1,0,0,0,0,0,8,56,7.0,0,25,17,83,4.88,1,3,1,1,0,0,18,34.9,35.9,26.4,0,140,0,2023,5553,550,439,1509
Ray-Ray McCloud,SF,WR,27,12,1,0,0,0,0,0,3,30,10.0,0,15,12,135,11.25,0,1,0,0,0,0,17,28.5,31.5,22.5,0,141,0,2023,6966,471,499,2389
John Metchie,HOU,WR,23,16,0,0,0,0,0,0,1,4,4.0,0,30,16,158,9.88,0,0,0,0,0,0,16,32.2,35.2,24.2,0,142,0,2023,6225,554,438,1647
Donovan Peoples-Jones,2TM,WR,24,15,6,0,0,0,0,0,0,0,0.0,0,25,13,155,11.92,0,1,0,0,0,0,16,28.5,31.5,22.0,0,144,0,2023,3676,207,296,1212
Kyle Philips,TEN,WR,24,9,0,0,0,0,0,0,0,0,0.0,0,22,15,181,12.07,0,1,1,0,0,0,16,31.1,35.1,23.6,0,143,0,2023,5367,477,441,1855
Jalen Guyton,LAC,WR,26,8,3,0,0,0,0,0,0,0,0.0,0,21,10,89,8.9,1,0,0,1,0,0,15,24.9,24.9,19.9,0,146,0,2023,5954,614,430,1642
David Moore,TB,WR,28,7,0,0,0,0,0,0,0,0,0.0,0,7,5,94,18.8,1,0,0,1,0,0,15,20.4,20.4,17.9,0,145,0,2023,5553,550,439,1509
Trent Sherfield,BUF,WR,27,17,1,0,0,0,0,0,0,0,0.0,0,22,11,86,7.82,1,0,0,1,0,0,15,25.6,25.6,20.1,0,147,0,2023,6518,545,512,2212
Chase Claypool,2TM,WR,25,12,2,0,0,0,0,0,0,0,0.0,0,21,8,77,9.63,1,0,0,1,0,0,14,21.7,21.7,17.7,0,152,0,2023,3676,207,296,1212
Xavier Hutchinson,HOU,WR,23,16,0,0,0,0,0,0,5,49,9.8,0,19,8,90,11.25,0,0,0,0,0,0,14,21.9,21.9,17.9,0,150,0,2023,6225,554,438,1647
Charlie Jones,CIN,WR,25,11,0,0,0,0,0,0,2,13,6.5,0,9,7,64,9.14,0,0,0,1,0,0,14,20.7,20.7,17.2,0,153,0,2023,5784,592,383,1527
Terrace Marshall Jr.,CAR,WR,23,9,4,0,0,0,0,0,0,0,0.0,0,33,19,139,7.32,0,1,0,0,0,0,14,32.9,35.9,23.4,0,151,0,2023,5018,534,444,1780
Byron Pringle,WAS,WR,30,17,1,0,0,0,0,0,0,0,0.0,0,22,14,161,11.5,0,1,1,0,0,0,14,28.1,32.1,21.1,0,149,0,2023,5766,601,358,1592
Ben Skowronek,LAR,WR,26,17,0,0,0,0,0,0,2,9,4.5,0,12,8,66,8.25,1,0,0,1,0,0,14,21.5,21.5,17.5,0,154,0,2023,6312,540,454,2012
Tyquan Thornton,NE,WR,23,9,3,0,0,0,0,0,3,51,17.0,0,23,13,91,7.0,0,0,0,0,0,0,14,27.2,27.2,20.7,0,148,0,2023,5019,541,415,1627
Lynn Bowden Jr.,NO,WR,26,15,3,0,0,0,0,0,5,32,6.4,0,16,11,83,7.55,0,1,0,0,0,0,12,22.5,22.5,17.0,0,158,0,2023,5897,573,459,1672
Jason Brownlee,NYJ,WR,24,7,5,0,0,0,0,0,0,0,0.0,0,8,5,56,11.2,1,0,0,1,0,0,12,16.6,16.6,14.1,0,156,0,2023,4747,519,311,1392
Randall Cobb,NYJ,WR,33,11,1,0,0,0,0,0,0,0,0.0,0,17,5,39,7.8,1,0,0,1,1,0,12,16.9,16.9,14.4,0,155,0,2023,4747,519,311,1392
D.J. Montgomery,IND,WR,27,7,0,0,0,0,0,0,0,0,0.0,0,8,3,56,18.67,1,0,0,1,0,0,12,14.6,14.6,13.1,0,157,0,2023,5927,540,466,2045
Laviska Shenault Jr.,CAR,WR,25,8,0,0,0,0,0,0,12,55,4.58,0,10,10,60,6.0,0,1,0,0,0,0,12,21.5,21.5,16.5,0,159,0,2023,5018,534,444,1780
Mecole Hardman,2TM,WR,25,11,2,0,0,0,0,0,1,3,3.0,0,24,15,124,8.27,0,1,1,0,0,0,11,25.7,29.7,18.2,0,160,0,2023,3676,207,296,1212
Parris Campbell,NYG,WR,26,12,3,0,0,0,0,0,0,0,0.0,0,27,20,104,5.2,0,0,0,0,0,0,10,30.4,33.4,20.4,0,161,0,2023,5223,484,453,1872
Marquise Goodwin,CLE,WR,33,12,0,0,0,0,0,0,4,33,8.25,0,13,4,67,16.75,0,0,0,0,0,0,10,14.0,14.0,12.0,0,163,0,2023,6028,579,518,2017
Keith Kirkwood,NO,WR,29,13,4,0,0,0,0,0,0,0,0.0,0,9,5,37,7.4,1,0,0,1,0,0,10,14.7,14.7,12.2,0,164,0,2023,5897,573,459,1672
Sterling Shepard,NYG,WR,30,15,2,0,0,0,0,0,1,6,6.0,0,22,10,57,5.7,1,1,1,1,0,0,10,20.3,21.3,15.3,0,162,0,2023,5223,484,453,1872
Richie James,KC,WR,28,9,1,0,0,0,0,0,0,0,0.0,0,14,10,114,11.4,0,2,1,0,0,0,9,19.4,23.4,14.4,0,165,0,2023,6153,577,416,1781
Tim Jones,JAX,WR,25,17,2,0,0,0,0,0,0,0,0.0,0,18,11,83,7.55,0,0,0,0,0,0,8,19.3,19.3,13.8,0,166,0,2023,6010,605,453,1646
Samori Toure,GB,WR,25,11,0,0,0,0,0,0,0,0,0.0,0,18,8,78,9.75,0,1,1,0,1,0,8,15.8,16.8,11.8,0,167,0,2023,6104,561,439,1894
Chris Conley,SF,WR,31,8,0,0,0,0,0,0,0,0,0.0,0,6,3,69,23.0,0,0,0,0,0,0,7,9.9,9.9,8.4,0,170,0,2023,6966,471,499,2389
Simi Fehoko,LAC,WR,26,6,0,0,0,0,0,0,0,0,0.0,0,2,1,9,9.0,1,0,0,1,0,0,7,7.9,7.9,7.4,0,171,0,2023,5954,614,430,1642
Tyler Johnson,LAR,WR,25,1,0,0,0,0,0,0,0,0,0.0,0,3,2,8,4.0,1,0,0,1,0,0,7,8.8,8.8,7.8,0,172,0,2023,6312,540,454,2012
Velus Jones Jr.,CHI,WR,26,14,0,0,0,0,0,0,8,51,6.38,0,7,4,20,5.0,0,0,0,0,0,0,7,11.1,11.1,9.1,0,168,0,2023,5715,451,504,2294
Tylan Wallace,BAL,WR,24,11,0,0,0,0,0,0,0,0,0.0,0,2,1,11,11.0,0,0,0,1,0,0,7,8.1,8.1,7.6,0,169,0,2023,6542,473,540,2661
Jalen Brooks,DAL,WR,23,7,0,0,0,0,0,0,0,0,0.0,0,6,6,64,10.67,0,0,0,0,0,0,6,12.4,12.4,9.4,0,173,0,2023,6580,605,468,1920
DeAndre Carter,LV,WR,30,17,1,0,0,0,0,0,3,18,6.0,0,7,4,39,9.75,0,2,0,0,0,0,6,9.7,9.7,7.7,0,176,0,2023,5208,531,413,1542
Rakim Jarrett,TB,WR,22,10,0,0,0,0,0,0,1,0,0.0,0,9,4,60,15.0,0,0,0,0,0,0,6,10.0,10.0,8.0,0,175,0,2023,5553,550,439,1509
Isaiah McKenzie,IND,WR,28,13,2,0,0,0,0,0,3,14,4.67,0,14,11,82,7.45,0,3,2,0,0,0,6,16.6,18.6,11.1,0,177,0,2023,5927,540,466,2045
Equanimeous St. Brown,CHI,WR,27,7,2,0,0,0,0,0,0,0,0.0,0,6,5,62,12.4,0,0,0,0,0,0,6,11.2,11.2,8.7,0,174,0,2023,5715,451,504,2294
Ty Montgomery,NE,WR,30,13,0,0,0,0,0,0,3,9,3.0,0,12,5,40,8.0,0,0,0,0,0,0,5,9.9,9.9,7.4,0,179,0,2023,5019,541,415,1627
Justyn Ross,KC,WR,24,10,1,0,0,0,0,0,0,0,0.0,0,11,6,53,8.83,0,0,0,0,0,0,5,11.3,11.3,8.3,0,178,0,2023,6153,577,416,1781
Mike Strachan,CAR,WR,26,4,1,0,0,0,0,0,0,0,0.0,0,3,1,45,45.0,0,0,0,0,0,0,5,5.5,5.5,5.0,0,180,0,2023,5018,534,444,1780
Elijah Cooks,JAX,WR,25,9,0,0,0,0,0,0,0,0,0.0,0,4,3,38,12.67,0,0,0,0,0,0,4,6.8,6.8,5.3,0,182,0,2023,6010,605,453,1646
Britain Covey,PHI,WR,26,16,0,0,0,0,0,0,0,0,0.0,0,6,4,42,10.5,0,2,0,0,0,0,4,8.2,8.2,6.2,0,181,0,2023,6229,525,510,2190
Keelan Doss,LAC,WR,27,5,0,0,0,0,0,0,0,0,0.0,0,13,6,33,5.5,0,0,0,0,0,0,3,9.3,9.3,6.3,0,183,0,2023,5954,614,430,1642
Devin Duvernay,BAL,WR,26,13,1,0,0,0,0,0,4,15,3.75,0,9,4,18,4.5,0,0,0,0,0,0,3,7.3,7.3,5.3,0,184,0,2023,6542,473,540,2661
Trishton Jackson,MIN,WR,25,7,0,0,0,0,0,0,0,0,0.0,0,4,2,9,4.5,0,0,0,0,1,0,3,4.9,4.9,3.9,0,185,0,2023,5057,594,325,1252
Jalen Nailor,MIN,WR,24,6,1,0,0,0,0,0,0,0,0.0,0,6,3,29,9.67,0,0,0,0,0,0,3,5.9,5.9,4.4,0,186,0,2023,5057,594,325,1252
Steven Sims,HOU,WR,26,3,0,0,0,0,0,0,1,1,1.0,0,3,3,25,8.33,0,0,0,0,0,0,3,5.6,5.6,4.1,0,187,0,2023,6225,554,438,1647
Kayshon Boutte,NE,WR,21,5,0,0,0,0,0,0,0,0,0.0,0,7,2,19,9.5,0,0,0,0,0,0,2,3.9,3.9,2.9,0,190,0,2023,5019,541,415,1627
Miles Boykin,PIT,WR,27,17,0,0,0,0,0,0,0,0,0.0,0,4,3,17,5.67,0,0,0,0,0,0,2,4.7,4.7,3.2,0,192,0,2023,5431,483,487,2010
Erik Ezukanma,MIA,WR,23,2,0,0,0,0,0,0,5,22,4.4,0,1,0,0,0.0,0,0,0,0,0,0,2,2.2,2.2,2.2,0,188,0,2023,6990,542,454,2292
Marvin Jones,DET,WR,33,6,4,0,0,0,0,0,0,0,0.0,0,10,5,35,7.0,0,1,1,0,0,0,2,6.5,7.5,4.0,0,194,0,2023,6883,564,498,2308
Gunner Olszewski,2TM,WR,27,12,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0.0,0,4,2,1,0,0,2,3.0,5.0,2.5,0,189,0,2023,3676,207,296,1212
Zach Pascal,ARI,WR,29,14,1,0,0,0,0,0,0,0,0.0,0,15,4,19,4.75,0,0,0,0,0,0,2,5.9,5.9,3.9,0,191,0,2023,3782,525,395,1921
Laquon Treadwell,BAL,WR,28,5,1,0,0,0,0,0,0,0,0.0,0,3,1,16,16.0,0,0,0,0,0,0,2,2.6,2.6,2.1,0,193,0,2023,6542,473,540,2661
D'Wayne Eskridge,SEA,WR,26,4,0,0,0,0,0,0,2,5,2.5,0,1,0,0,0.0,0,0,0,0,0,0,1,0.5,0.5,0.5,0,201,0,2023,5747,547,382,1580
Collin Johnson,CHI,WR,26,3,0,0,0,0,0,0,0,0,0.0,0,1,1,11,11.0,0,0,0,0,0,0,1,2.1,2.1,1.6,0,197,0,2023,5715,451,504,2294
Mason Kinsey,TEN,WR,25,6,0,0,0,0,0,0,0,0,0.0,0,1,1,6,6.0,0,0,0,0,0,0,1,1.6,1.6,1.1,0,200,0,2023,5367,477,441,1855
Willie Snead,SF,WR,31,4,0,0,0,0,0,0,0,0,0.0,0,3,2,14,7.0,0,0,0,0,0,0,1,3.4,3.4,2.4,0,195,0,2023,6966,471,499,2389
Malik Taylor,NYJ,WR,28,3,0,0,0,0,0,0,0,0,0.0,0,4,2,13,6.5,0,0,0,0,0,0,1,3.3,3.3,2.3,0,196,0,2023,4747,519,311,1392
Cody Thompson,SEA,WR,27,7,0,0,0,0,0,0,0,0,0.0,0,1,1,10,10.0,0,0,0,0,0,0,1,2.0,2.0,1.5,0,198,0,2023,5747,547,382,1580
Austin Trammell,LAR,WR,25,16,0,0,0,0,0,0,0,0,0.0,0,7,4,29,7.25,0,3,1,0,0,0,1,4.9,5.9,2.9,0,199,0,2023,6312,540,454,2012
Devon Allen,PHI,WR,29,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,205,0,2023,6229,525,510,2190
Andre Baccellia,ARI,WR,26,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,206,0,2023,3782,525,395,1921
Michael Bandy,DEN,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,207,0,2023,5376,477,451,1810
Chris Blair,ATL,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,208,0,2023,5934,480,522,2159
Terrell Bynum,LAC,WR,25,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,209,0,2023,5954,614,430,1642
Damiere Byrd,ATL,WR,30,1,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,210,0,2023,5934,480,522,2159
Marquez Callaway,NO,WR,25,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,211,0,2023,5897,573,459,1672
Irvin Charles,NYJ,WR,26,12,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,212,0,2023,4747,519,311,1392
Dan Chisena,2TM,WR,26,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,213,0,2023,3676,207,296,1212
Frank Darby,ATL,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,214,0,2023,5934,480,522,2159
Jaelon Darden,CLE,WR,24,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,215,0,2023,6028,579,518,2017
Phillip Dorsett,DEN,WR,30,2,1,0,0,0,0,0,0,0,0.0,0,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,216,0,2023,5376,477,451,1810
Colton Dowell,TEN,WR,24,10,1,0,0,0,0,0,0,0,0.0,0,2,1,3,3.0,0,0,0,0,0,0,0,1.3,1.3,0.8,0,202,0,2023,5367,477,441,1855
Dylan Drummond,DET,WR,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,217,0,2023,6883,564,498,2308
Ethan Fernea,IND,WR,25,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,218,0,2023,5927,540,466,2045
Dez Fitzpatrick,PIT,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,219,0,2023,5431,483,487,2010
Antoine Green,DET,WR,24,9,0,0,0,0,0,0,0,0,0.0,0,2,1,2,2.0,0,0,0,0,0,0,0,1.2,1.2,0.7,0,203,0,2023,6883,564,498,2308
Jacob Harris,JAX,WR,26,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,220,0,2023,6010,605,453,1646
N'Keal Harry,MIN,WR,26,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,221,0,2023,5057,594,325,1252
Andy Isabella,BUF,WR,27,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,222,0,2023,6518,545,512,2212
Kearis Jackson,TEN,WR,24,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,223,0,2023,5367,477,441,1855
Lucky Jackson,MIN,WR,26,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,224,0,2023,5057,594,325,1252
Shedrick Jackson,CIN,WR,24,5,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,225,0,2023,5784,592,383,1527
Johnny Johnson,HOU,WR,24,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,226,0,2023,6225,554,438,1647
Kwamie Lassiter II,CIN,WR,25,1,0,0,0,0,0,0,0,0,0.0,0,1,1,2,2.0,0,0,0,0,0,0,0,1.2,1.2,0.7,0,204,0,2023,5784,592,383,1527
Tay Martin,SF,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,227,0,2023,6966,471,499,2389
Kirk Merritt,NO,WR,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,228,0,2023,5897,573,459,1672
Ryan Miller,TB,WR,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,229,0,2023,5553,550,439,1509
Stanley Morgan Jr.,CIN,WR,27,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,230,0,2023,5784,592,383,1527
Amari Rodgers,IND,WR,24,3,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,231,0,2023,5927,540,466,2045
David Sills,DEN,WR,27,3,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,232,0,2023,5376,477,451,1810
Matthew Slater,NE,WR,38,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,233,0,2023,5019,541,415,1627
Tre'Quan Smith,DEN,WR,27,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,234,0,2023,5376,477,451,1810
Mitchell Tinsley,WAS,WR,24,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,235,0,2023,5766,601,358,1592
DJ Turner,LV,WR,26,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,236,0,2023,5208,531,413,1542
Montrell Washington,KC,WR,24,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0.0,0.0,0,237,0,2023,6153,577,416,1781
Kristian Wilkerson,LV,WR,26,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,238,0,2023,5208,531,413,1542
Juwann Winfree,IND,WR,27,8,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,239,0,2023,5927,540,466,2045
Easop Winston,SEA,WR,27,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,240,0,2023,5747,547,382,1580
Dareke Young,SEA,WR,24,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,241,0,2023,5747,547,382,1580
James Proche,CLE,WR,27,10,1,0,0,0,0,0,0,0,0.0,0,5,0,0,0.0,0,1,1,0,0,0,-2,-2.0,-1.0,-2.0,0,242,0,2023,6028,579,518,2017
Trent Taylor,CHI,WR,29,17,0,0,0,0,0,0,1,-2,-2.0,0,2,0,0,0.0,0,2,1,0,0,0,-2,-2.2,-1.2,-2.2,0,243,0,2023,5715,451,504,2294
Ja'Marr Chase,CIN,WR,24,17,16,0,0,0,0,0,3,32,10.67,0,175,127,1708,13.45,17,0,0,17,0,0,276,403.0,406.0,339.5,138,1,5,2024,6378,618,352,1460
Justin Jefferson,MIN,WR,25,17,17,1,1,22,0,0,1,3,3.0,0,154,103,1533,14.88,10,1,0,10,0,0,214,317.5,320.5,266.0,80,2,12,2024,5937,506,393,1558
Amon-Ra St. Brown,DET,WR,25,17,17,1,1,7,1,0,2,6,3.0,0,141,115,1263,10.98,12,1,1,12,0,0,201,316.2,320.2,258.7,67,3,18,2024,7188,517,533,2487
Brian Thomas,JAX,WR,22,17,16,0,0,0,0,0,6,48,8.0,0,133,87,1282,14.74,10,0,0,10,2,0,197,284.0,287.0,240.5,63,4,19,2024,5446,517,414,1729
Terry McLaurin,WAS,WR,29,17,17,0,0,0,0,0,2,2,1.0,0,117,82,1096,13.37,13,1,1,13,0,0,186,267.8,271.8,226.8,53,5,23,2024,6551,503,526,2619
Drake London,ATL,WR,23,17,17,0,0,0,0,0,1,-3,-3.0,0,158,100,1271,12.71,9,0,0,9,0,0,181,280.8,283.8,230.8,48,6,26,2024,6502,539,495,2219
Mike Evans,TB,WR,31,14,14,0,0,0,0,0,0,0,0.0,0,110,74,1004,13.57,11,0,0,11,0,0,166,240.4,243.4,203.4,35,7,35,2024,7043,563,482,2538
Malik Nabers,NYG,WR,21,15,13,0,1,0,0,0,5,2,0.4,0,170,109,1204,11.05,7,1,0,7,1,0,165,273.6,276.6,219.1,33,8,37,2024,5172,554,422,1774
CeeDee Lamb,DAL,WR,25,15,15,0,0,0,0,0,14,70,5.0,0,152,101,1194,11.82,6,1,1,6,1,0,162,263.4,267.4,212.9,31,9,40,2024,5793,603,429,1705
Courtland Sutton,DEN,WR,29,17,13,2,2,30,1,0,0,0,0.0,0,135,81,1081,13.35,8,1,1,8,0,0,159,240.3,244.3,199.8,28,10,42,2024,5713,518,461,1908
Ladd McConkey,LAC,WR,23,16,14,0,0,0,0,0,0,0,0.0,0,112,82,1149,14.01,7,2,0,7,1,0,159,240.9,243.9,199.9,28,11,43,2024,5780,486,462,1882
Davante Adams,2TM,WR,32,14,14,0,0,0,0,0,0,0,0.0,0,141,85,1063,12.51,8,0,0,8,1,0,156,241.3,244.3,198.8,25,12,46,2024,892,527,156,616
Jameson Williams,DET,WR,23,15,11,0,0,0,0,0,11,61,5.55,1,91,58,1001,17.26,7,0,0,8,0,0,154,212.2,215.2,183.2,23,13,48,2024,7188,517,533,2487
Jaxon Smith-Njigba,SEA,WR,22,17,16,1,1,35,0,0,5,26,5.2,0,137,100,1130,11.3,6,1,0,6,0,0,153,253.0,256.0,203.0,22,14,50,2024,6003,564,381,1624
Jerry Jeudy,CLE,WR,25,17,16,0,0,0,0,0,0,0,0.0,0,145,90,1229,13.66,4,0,0,4,2,0,151,240.9,243.9,195.9,20,15,51,2024,5487,579,391,1608
Garrett Wilson,NYJ,WR,24,17,17,0,0,0,0,0,2,5,2.5,0,154,101,1104,10.93,7,2,2,7,1,0,151,251.9,256.9,201.4,20,16,52,2024,5556,454,362,1540
Jordan Addison,MIN,WR,22,15,15,0,0,0,0,0,3,20,6.67,1,99,63,875,13.89,9,0,0,10,0,0,150,212.5,215.5,181.0,19,18,54,2024,5937,506,393,1558
A.J. Brown,PHI,WR,27,13,13,0,0,0,0,0,0,0,0.0,0,97,67,1079,16.1,7,0,0,7,0,0,150,216.9,219.9,183.4,19,17,55,2024,6565,414,621,3048
Tee Higgins,CIN,WR,25,12,9,0,0,0,0,0,0,0,0.0,0,109,73,911,12.48,10,1,1,10,0,0,149,222.1,226.1,185.6,18,19,56,2024,6378,618,352,1460
Nico Collins,HOU,WR,25,12,12,0,0,0,0,0,0,0,0.0,0,99,68,1006,14.79,7,0,0,7,0,0,143,210.6,213.6,176.6,12,20,60,2024,5714,535,393,1762
Jayden Reed,GB,WR,24,17,10,0,0,0,0,0,20,163,8.15,1,75,55,857,15.58,6,3,1,7,0,0,142,197.0,204.0,169.5,12,21,61,2024,6435,463,526,2496
D.J. Moore,CHI,WR,27,17,17,0,1,0,0,0,14,75,5.36,0,140,98,966,9.86,6,1,1,6,1,0,140,238.1,242.1,189.1,10,22,65,2024,5259,524,421,1707
Tyreek Hill,MIA,WR,30,17,17,0,0,0,0,0,8,53,6.63,0,123,81,959,11.84,6,0,0,6,0,0,137,218.2,221.2,177.7,7,23,66,2024,5668,568,445,1785
Zay Flowers,BAL,WR,24,17,15,0,0,0,0,0,9,56,6.22,0,116,74,1059,14.31,4,0,0,4,0,0,136,209.5,212.5,172.5,6,24,67,2024,7378,452,554,3189
Marvin Harrison Jr.,ARI,WR,22,17,16,0,0,0,0,0,0,0,0.0,0,116,62,885,14.27,8,1,1,8,0,0,135,196.5,200.5,165.5,5,26,68,2024,6310,523,463,2451
Calvin Ridley,TEN,WR,30,17,14,0,0,0,0,0,8,55,6.88,1,120,64,1017,15.89,4,1,1,5,0,0,135,199.2,203.2,167.2,5,25,69,2024,5476,485,450,1855
