Player,Tm,FantPos,Age,G,GS,Cmp,Att_pass,Yds_pass,TD_pass,Int_pass,Att_rush,Yds_rush,Y/A,TD_rush,Tgt,Rec,Yds_rec,Y/R,TD_rec,Fmb,FL,TD_total,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year,Team_Yds,Team_Tgt,Team_Att_rush,Team_Yds_rush
David Martin-Robinson,TEN,TE,25,5,2,0,0,0,0,0,0,0,0.0,0,2,1,6,6.0,0,0,0,0,0,0,1,1.6,1.6,1.1,0,110,0,2024,5476,485,450,1855
John Samuel Shenker,LV,TE,26,8,0,0,0,0,0,0,0,0,0.0,0,1,1,7,7.0,0,0,0,0,0,0,1,1.7,1.7,1.2,0,106,0,2024,5428,562,375,1345
Jack Stoll,2TM,TE,26,11,2,0,0,0,0,0,0,0,0.0,0,3,2,10,5.0,0,0,0,0,0,0,1,3.0,3.0,2.0,0,103,0,2024,892,527,156,616
Geoff Swaim,CLE,TE,31,8,2,0,0,0,0,0,0,0,0.0,0,1,1,7,7.0,0,0,0,0,0,0,1,1.7,1.7,1.2,0,107,0,2024,5487,579,391,1608
Ian Thomas,CAR,TE,28,5,2,0,0,0,0,0,0,0,0.0,0,6,3,7,2.33,0,0,0,0,0,0,1,3.7,3.7,2.2,0,108,0,2024,5278,433,405,1867
Eric Tomlinson,LAC,TE,32,9,1,0,0,0,0,0,0,0,0.0,0,4,2,9,4.5,0,0,0,0,0,0,1,2.9,2.9,1.9,0,104,0,2024,5780,486,462,1882
Jared Wiley,KC,TE,24,7,2,0,0,0,0,0,0,0,0.0,0,1,1,7,7.0,0,0,0,0,0,0,1,1.7,1.7,1.2,0,109,0,2024,5835,511,449,1789
Brenden Bates,2TM,TE,25,7,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,116,0,2024,892,527,156,616
Andrew Beck,2TM,TE,28,4,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,117,0,2024,892,527,156,616
Baylor Cupp,KC,TE,24,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,118,0,2024,5835,511,449,1789
Princeton Fant,DAL,TE,25,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,119,0,2024,5793,603,429,1705
Anthony Firkser,2TM,TE,29,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,120,0,2024,892,527,156,616
John FitzPatrick,GB,TE,24,9,0,0,0,0,0,0,0,0,0.0,0,1,1,2,2.0,0,0,0,0,0,0,0,1.2,1.2,0.7,0,114,0,2024,6435,463,526,2496
Parker Hesse,DET,TE,29,5,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,121,0,2024,7188,517,533,2487
Nikola Kalinic,LAR,TE,27,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,122,0,2024,5861,541,450,1765
Ko Kieft,TB,TE,26,17,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,123,0,2024,7043,563,482,2538
Zack Kuntz,NYJ,TE,25,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,124,0,2024,5556,454,362,1540
Marcedes Lewis,CHI,TE,40,17,4,0,0,0,0,0,0,0,0.0,0,2,1,2,2.0,0,0,0,0,0,0,0,1.2,1.2,0.7,0,115,0,2024,5259,524,421,1707
Tyler Mabry,SEA,TE,28,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,125,0,2024,6003,564,381,1624
Jordan Matthews,CAR,TE,32,4,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,126,0,2024,5278,433,405,1867
Tanner McLachlan,CIN,TE,25,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,127,0,2024,6378,618,352,1460
James Mitchell,DET,TE,25,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,128,0,2024,7188,517,533,2487
Nick Muse,MIN,TE,26,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,129,0,2024,5937,506,393,1558
Thomas Odukoya,TEN,TE,27,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,130,0,2024,5476,485,450,1855
Teagan Quitoriano,HOU,TE,24,7,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,131,0,2024,5714,535,393,1762
Brady Russell,SEA,TE,26,11,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,132,0,2024,6003,564,381,1624
Justin Shorter,LV,TE,24,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,133,0,2024,5428,562,375,1345
Irv Smith Jr.,HOU,TE,26,5,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,134,0,2024,5714,535,393,1762
Stephen Sullivan,CAR,TE,28,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,135,0,2024,5278,433,405,1867
Jake Tonges,SF,TE,25,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,136,0,2024,6587,513,457,2163
Robert Tonyan,MIN,TE,30,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,137,0,2024,5937,506,393,1558
C.J. Uzomah,PHI,TE,31,7,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,138,0,2024,6565,414,621,3048
Travis Vokolek,ARI,TE,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,139,0,2024,6310,523,463,2451
Jack Westover,NE,TE,25,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,140,0,2024,5305,480,444,1962
Mitchell Wilcox,NE,TE,28,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,141,0,2024,5305,480,444,1962
Brayden Willis,SF,TE,25,10,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,142,0,2024,6587,513,457,2163
Rodney Williams,PIT,TE,26,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,143,0,2024,5773,446,533,2166
Colson Yankoff,WAS,TE,24,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,144,0,2024,6551,503,526,2619
